Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;125;-;-;125;-;-
Wählende;91;72,8 %;-;91;72,8 %;-
Ungültige Stimmen;1;1,1 %;-;0;0,0 %;-
Gültige Stimmen;90;98,9 %;-;91;100,0 %;-
SPD;25;27,8 %;-;22;24,2 %;-
AfD;33;36,7 %;-;33;36,3 %;-
CDU;8;8,9 %;-;9;9,9 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,1 %;-
DIE LINKE;4;4,4 %;-;2;2,2 %;-
BVB / FREIE WÄHLER;18;20,0 %;-;10;11,0 %;-
FDP;1;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;11;12,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;1,1 %;-;1;1,1 %;-
WU;-;-;-;0;0,0 %;-
