Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;865;-;-;865;-;-
Wählende;459;53,1 %;+42;459;53,1 %;+42
Ungültige Stimmen;11;2,4 %;+06;5;1,1 %;-07
Gültige Stimmen;448;97,6 %;-06;454;98,9 %;+07
SPD;154;34,4 %;+85;138;30,4 %;+41
AfD;184;41,1 %;+124;168;37,0 %;+79
CDU;55;12,3 %;-53;41;9,0 %;-59
GRÜNE/B 90;7;1,6 %;-57;10;2,2 %;-50
DIE LINKE;13;2,9 %;-59;10;2,2 %;-67
BVB / FREIE WÄHLER;31;6,9 %;-12;11;2,4 %;-28
FDP;4;0,9 %;-28;2;0,4 %;-34
Tierschutzpartei;-;-;-;18;4,0 %;+10
Plus;-;-;-;5;1,1 %;-03
BSW;-;-;-;44;9,7 %;+97
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,4 %;+04
WU;-;-;-;5;1,1 %;+11
