Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;542;-;-;542;-;-
Wählende;277;51,1 %;-;277;51,1 %;-
Ungültige Stimmen;4;1,4 %;-;4;1,4 %;-
Gültige Stimmen;273;98,6 %;-;273;98,6 %;-
SPD;63;23,1 %;-;59;21,6 %;-
AfD;124;45,4 %;-;117;42,9 %;-
CDU;46;16,8 %;-;26;9,5 %;-
GRÜNE/B 90;1;0,4 %;-;7;2,6 %;-
DIE LINKE;11;4,0 %;-;3;1,1 %;-
BVB / FREIE WÄHLER;26;9,5 %;-;13;4,8 %;-
FDP;2;0,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,8 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;37;13,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,7 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
