Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;194;-;-;194;-;-
Wählende;102;52,6 %;+05;102;52,6 %;+05
Ungültige Stimmen;2;2,0 %;+04;3;2,9 %;+16
Gültige Stimmen;100;98,0 %;-04;99;97,1 %;-16
SPD;39;39,0 %;+93;25;25,3 %;-02
AfD;41;41,0 %;+166;34;34,3 %;+80
CDU;8;8,0 %;-80;6;6,1 %;-95
GRÜNE/B 90;1;1,0 %;-63;1;1,0 %;-63
DIE LINKE;5;5,0 %;-71;3;3,0 %;-91
BVB / FREIE WÄHLER;3;3,0 %;-42;2;2,0 %;-42
FDP;2;2,0 %;-14;1;1,0 %;-33
Tierschutzpartei;-;-;-;2;2,0 %;-00
Plus;-;-;-;0;0,0 %;-07
BSW;-;-;-;24;24,2 %;+242
III. Weg;1;1,0 %;+10;1;1,0 %;+10
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
