Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;566;-;-;566;-;-
Ungültige Stimmen;8;1,4 %;-;4;0,7 %;-
Gültige Stimmen;558;98,6 %;-;562;99,3 %;-
SPD;198;35,5 %;-;206;36,7 %;-
AfD;105;18,8 %;-;104;18,5 %;-
CDU;133;23,8 %;-;90;16,0 %;-
GRÜNE/B 90;5;0,9 %;-;10;1,8 %;-
DIE LINKE;61;10,9 %;-;22;3,9 %;-
BVB / FREIE WÄHLER;35;6,3 %;-;12;2,1 %;-
FDP;4;0,7 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;8;1,4 %;-
Plus;-;-;-;5;0,9 %;-
BSW;-;-;-;94;16,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;17;3,0 %;-;6;1,1 %;-
WU;-;-;-;2;0,4 %;-
