Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.214;-;-;1.214;-;-
Wählende;742;61,1 %;+112;742.0;61,1 %;+112
Ungültige Stimmen;13;1,8 %;+06;10.0;1,3 %;-01
Gültige Stimmen;729;98,2 %;-06;732.0;98,7 %;+01
SPD;244;33,5 %;+78;216.0;29,5 %;+01
AfD;269;36,9 %;+145;237.0;32,4 %;+77
CDU;109;15,0 %;-55;78.0;10,7 %;-50
GRÜNE/B 90;9;1,2 %;-98;22.0;3,0 %;-77
DIE LINKE;42;5,8 %;-71;30.0;4,1 %;-70
BVB / FREIE WÄHLER;32;4,4 %;+11;22.0;3,0 %;+00
FDP;10;1,4 %;-11;7.0;1,0 %;-17
Tierschutzpartei;-;-;-;15.0;2,0 %;+02
Plus;-;-;00;7.0;1,0 %;-00
BSW;-;-;-;80.0;10,9 %;+109
III. Weg;-;-;-;2.0;0,3 %;+03
DKP;-;-;-;0.0;0,0 %;00
DLW;14;1,9 %;+19;15.0;2,0 %;+20
WU;-;-;-;1.0;0,1 %;+01
