Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;737;-;-;737;-;-
Wählende;341;46,3 %;-;341;46,3 %;-
Ungültige Stimmen;2;0,6 %;-;2;0,6 %;-
Gültige Stimmen;339;99,4 %;-;339;99,4 %;-
SPD;132;38,9 %;-;128;37,8 %;-
AfD;114;33,6 %;-;108;31,9 %;-
CDU;59;17,4 %;-;48;14,2 %;-
GRÜNE/B 90;11;3,2 %;-;10;2,9 %;-
DIE LINKE;8;2,4 %;-;5;1,5 %;-
BVB / FREIE WÄHLER;10;2,9 %;-;4;1,2 %;-
FDP;5;1,5 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;5;1,5 %;-
Plus;-;-;-;3;0,9 %;-
BSW;-;-;-;23;6,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
