Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;379;-;-;379;-;-
Wählende;168;44,3 %;-;168;44,3 %;-
Ungültige Stimmen;2;1,2 %;-;3;1,8 %;-
Gültige Stimmen;166;98,8 %;-;165;98,2 %;-
SPD;73;44,0 %;-;52;31,5 %;-
AfD;58;34,9 %;-;57;34,5 %;-
CDU;14;8,4 %;-;15;9,1 %;-
GRÜNE/B 90;1;0,6 %;-;0;0,0 %;-
DIE LINKE;5;3,0 %;-;6;3,6 %;-
BVB / FREIE WÄHLER;10;6,0 %;-;6;3,6 %;-
FDP;1;0,6 %;-;1;0,6 %;-
Tierschutzpartei;-;-;-;4;2,4 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;22;13,3 %;-
III. Weg;2;1,2 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,2 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;2;1,2 %;-;-;-;-
