Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;289;-;-;289;-;-
Wählende;146;50,5 %;-;146;50,5 %;-
Ungültige Stimmen;0;0,0 %;-;1;0,7 %;-
Gültige Stimmen;146;100,0 %;-;145;99,3 %;-
SPD;56;38,4 %;-;40;27,6 %;-
AfD;52;35,6 %;-;49;33,8 %;-
CDU;23;15,8 %;-;19;13,1 %;-
GRÜNE/B 90;3;2,1 %;-;10;6,9 %;-
DIE LINKE;7;4,8 %;-;2;1,4 %;-
BVB / FREIE WÄHLER;4;2,7 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;1;0,7 %;-;0;0,0 %;-
BSW;-;-;-;24;16,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Müller;0;0,0 %;-;-;-;-
