Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;805;-;-;805;-;-
Ungültige Stimmen;6;0,7 %;-;2;0,2 %;-
Gültige Stimmen;799;99,3 %;-;803;99,8 %;-
SPD;221;27,7 %;-;252;31,4 %;-
AfD;154;19,3 %;-;139;17,3 %;-
CDU;257;32,2 %;-;187;23,3 %;-
GRÜNE/B 90;49;6,1 %;-;54;6,7 %;-
DIE LINKE;38;4,8 %;-;10;1,2 %;-
BVB / FREIE WÄHLER;61;7,6 %;-;21;2,6 %;-
FDP;19;2,4 %;-;15;1,9 %;-
Tierschutzpartei;-;-;-;15;1,9 %;-
Plus;-;-;-;6;0,7 %;-
BSW;-;-;-;102;12,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;1;0,1 %;-
