Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;636;-;-;636;-;-
Ungültige Stimmen;7;1,1 %;-;3;0,5 %;-
Gültige Stimmen;629;98,9 %;-;633;99,5 %;-
SPD;201;32,0 %;-;210;33,2 %;-
AfD;108;17,2 %;-;90;14,2 %;-
CDU;192;30,5 %;-;170;26,9 %;-
GRÜNE/B 90;53;8,4 %;-;45;7,1 %;-
DIE LINKE;18;2,9 %;-;9;1,4 %;-
BVB / FREIE WÄHLER;49;7,8 %;-;18;2,8 %;-
FDP;8;1,3 %;-;8;1,3 %;-
Tierschutzpartei;-;-;-;12;1,9 %;-
Plus;-;-;-;4;0,6 %;-
BSW;-;-;-;64;10,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,5 %;-
