Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.130;-;-;1.13;-;-
Wählende;633;56,0 %;-;633.0;56,0 %;-
Ungültige Stimmen;8;1,3 %;-;5.0;0,8 %;-
Gültige Stimmen;625;98,7 %;-;628.0;99,2 %;-
SPD;217;34,7 %;-;213.0;33,9 %;-
AfD;196;31,4 %;-;183.0;29,1 %;-
CDU;131;21,0 %;-;104.0;16,6 %;-
GRÜNE/B 90;9;1,4 %;-;9.0;1,4 %;-
DIE LINKE;16;2,6 %;-;16.0;2,5 %;-
BVB / FREIE WÄHLER;33;5,3 %;-;16.0;2,5 %;-
FDP;9;1,4 %;-;4.0;0,6 %;-
Tierschutzpartei;-;-;-;16.0;2,5 %;-
Plus;10;1,6 %;-;5.0;0,8 %;-
BSW;-;-;-;57.0;9,1 %;-
III. Weg;4;0,6 %;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,3 %;-
WU;-;-;-;3.0;0,5 %;-
