Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;15.899;-;-;15.899;-;-
Wählende;13.423;84,4 %;+59;13.423;84,4 %;+59
Ungültige Stimmen;116;0,9 %;+03;67.0;0,5 %;+00
Gültige Stimmen;13.307;99,1 %;-03;13.356;99,5 %;-00
SPD;5.492;41,3 %;+166;5.251;39,3 %;+134
AfD;1.697;12,8 %;+41;1.542;11,5 %;+24
CDU;3.094;23,3 %;+28;2.737;20,5 %;+19
GRÜNE/B 90;1.684;12,7 %;-149;1.898;14,2 %;-127
DIE LINKE;428;3,2 %;-37;292.0;2,2 %;-35
BVB / FREIE WÄHLER;396;3,0 %;-06;143.0;1,1 %;-13
FDP;378;2,8 %;-53;296.0;2,2 %;-66
Tierschutzpartei;-;-;-;157.0;1,2 %;-02
Plus;138;1,0 %;+10;94.0;0,7 %;-04
BSW;-;-;-;893.0;6,7 %;+67
III. Weg;-;-;-;1.0;0,0 %;+00
DKP;-;-;-;1.0;0,0 %;+00
DLW;-;-;-;17.0;0,1 %;+01
WU;-;-;-;34.0;0,3 %;+03
