Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.197;-;-;1.197;-;-
Wählende;578;48,3 %;-;578.0;48,3 %;-
Ungültige Stimmen;4;0,7 %;-;4.0;0,7 %;-
Gültige Stimmen;574;99,3 %;-;574.0;99,3 %;-
SPD;217;37,8 %;-;201.0;35,0 %;-
AfD;175;30,5 %;-;164.0;28,6 %;-
CDU;95;16,6 %;-;71.0;12,4 %;-
GRÜNE/B 90;22;3,8 %;-;27.0;4,7 %;-
DIE LINKE;19;3,3 %;-;18.0;3,1 %;-
BVB / FREIE WÄHLER;35;6,1 %;-;14.0;2,4 %;-
FDP;11;1,9 %;-;11.0;1,9 %;-
Tierschutzpartei;-;-;-;18.0;3,1 %;-
Plus;-;-;-;3.0;0,5 %;-
BSW;-;-;-;46.0;8,0 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
