Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;164;-;-;164;-;-
Wählende;98;59,8 %;-;98;59,8 %;-
Ungültige Stimmen;9;9,2 %;-;3;3,1 %;-
Gültige Stimmen;89;90,8 %;-;95;96,9 %;-
SPD;35;39,3 %;-;21;22,1 %;-
AfD;39;43,8 %;-;38;40,0 %;-
CDU;5;5,6 %;-;9;9,5 %;-
GRÜNE/B 90;3;3,4 %;-;5;5,3 %;-
DIE LINKE;2;2,2 %;-;1;1,1 %;-
BVB / FREIE WÄHLER;4;4,5 %;-;2;2,1 %;-
FDP;1;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;19;20,0 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
