Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;460;-;-;460;-;-
Ungültige Stimmen;8;1,7 %;+04;3;0,7 %;-03
Gültige Stimmen;452;98,3 %;-04;457;99,3 %;+03
SPD;167;36,9 %;+172;133;29,1 %;+60
AfD;109;24,1 %;+69;90;19,7 %;+08
CDU;84;18,6 %;+57;56;12,3 %;-17
GRÜNE/B 90;11;2,4 %;-56;19;4,2 %;-57
DIE LINKE;20;4,4 %;-114;10;2,2 %;-122
BVB / FREIE WÄHLER;50;11,1 %;-46;17;3,7 %;-60
FDP;4;0,9 %;-41;3;0,7 %;-45
Tierschutzpartei;-;-;-;14;3,1 %;-08
Plus;-;-;-;4;0,9 %;+02
BSW;-;-;-;103;22,5 %;+225
III. Weg;-;-;-;0;0,0 %;00
DKP;7;1,5 %;+15;0;0,0 %;00
DLW;-;-;-;7;1,5 %;+15
WU;-;-;-;1;0,2 %;+02
