Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;507;-;-;507;-;-
Ungültige Stimmen;3;0,6 %;-;1;0,2 %;-
Gültige Stimmen;504;99,4 %;-;506;99,8 %;-
SPD;123;24,4 %;-;128;25,3 %;-
AfD;132;26,2 %;-;103;20,4 %;-
CDU;120;23,8 %;-;92;18,2 %;-
GRÜNE/B 90;13;2,6 %;-;12;2,4 %;-
DIE LINKE;30;6,0 %;-;8;1,6 %;-
BVB / FREIE WÄHLER;82;16,3 %;-;26;5,1 %;-
FDP;4;0,8 %;-;6;1,2 %;-
Tierschutzpartei;-;-;-;4;0,8 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;121;23,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
