Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;713;-;-;713;-;-
Ungültige Stimmen;5;0,7 %;-;4;0,6 %;-
Gültige Stimmen;708;99,3 %;-;709;99,4 %;-
SPD;293;41,4 %;-;257;36,2 %;-
AfD;57;8,1 %;-;54;7,6 %;-
CDU;109;15,4 %;-;90;12,7 %;-
GRÜNE/B 90;102;14,4 %;-;115;16,2 %;-
DIE LINKE;76;10,7 %;-;51;7,2 %;-
BVB / FREIE WÄHLER;20;2,8 %;-;6;0,8 %;-
FDP;17;2,4 %;-;13;1,8 %;-
Tierschutzpartei;-;-;-;21;3,0 %;-
Plus;25;3,5 %;-;18;2,5 %;-
BSW;-;-;-;80;11,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;2;0,3 %;-
EB Müller;9;1,3 %;-;-;-;-
