Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;632;-;-;632;-;-
Ungültige Stimmen;4;0,6 %;-;3;0,5 %;-
Gültige Stimmen;628;99,4 %;-;629;99,5 %;-
SPD;238;37,9 %;-;222;35,3 %;-
AfD;72;11,5 %;-;64;10,2 %;-
CDU;149;23,7 %;-;120;19,1 %;-
GRÜNE/B 90;26;4,1 %;-;49;7,8 %;-
DIE LINKE;80;12,7 %;-;36;5,7 %;-
BVB / FREIE WÄHLER;41;6,5 %;-;20;3,2 %;-
FDP;6;1,0 %;-;7;1,1 %;-
Tierschutzpartei;-;-;-;13;2,1 %;-
Plus;16;2,5 %;-;8;1,3 %;-
BSW;-;-;-;85;13,5 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;3;0,5 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
