Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;558;-;-;558;-;-
Ungültige Stimmen;5;0,9 %;-;0;0,0 %;-
Gültige Stimmen;553;99,1 %;-;558;100,0 %;-
SPD;221;40,0 %;-;200;35,8 %;-
AfD;89;16,1 %;-;76;13,6 %;-
CDU;128;23,1 %;-;94;16,8 %;-
GRÜNE/B 90;20;3,6 %;-;26;4,7 %;-
DIE LINKE;26;4,7 %;-;10;1,8 %;-
BVB / FREIE WÄHLER;59;10,7 %;-;29;5,2 %;-
FDP;10;1,8 %;-;5;0,9 %;-
Tierschutzpartei;-;-;-;11;2,0 %;-
Plus;-;-;-;4;0,7 %;-
BSW;-;-;-;100;17,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,5 %;-
