Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;783;-;-;783;-;-
Wählende;415;53,0 %;-;415;53,0 %;-
Ungültige Stimmen;4;1,0 %;-;4;1,0 %;-
Gültige Stimmen;411;99,0 %;-;411;99,0 %;-
SPD;109;26,5 %;-;103;25,1 %;-
AfD;163;39,7 %;-;141;34,3 %;-
CDU;81;19,7 %;-;56;13,6 %;-
GRÜNE/B 90;3;0,7 %;-;8;1,9 %;-
DIE LINKE;15;3,6 %;-;9;2,2 %;-
BVB / FREIE WÄHLER;40;9,7 %;-;20;4,9 %;-
FDP;0;0,0 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;9;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;59;14,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
