Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.114;-;-;1.114;-;-
Wählende;543;48,7 %;-;543;48,7 %;-
Ungültige Stimmen;5;0,9 %;-;2;0,4 %;-
Gültige Stimmen;538;99,1 %;-;541;99,6 %;-
SPD;212;39,4 %;-;173;32,0 %;-
AfD;164;30,5 %;-;161;29,8 %;-
CDU;74;13,8 %;-;61;11,3 %;-
GRÜNE/B 90;20;3,7 %;-;42;7,8 %;-
DIE LINKE;28;5,2 %;-;21;3,9 %;-
BVB / FREIE WÄHLER;20;3,7 %;-;8;1,5 %;-
FDP;10;1,9 %;-;6;1,1 %;-
Tierschutzpartei;-;-;-;10;1,8 %;-
Plus;7;1,3 %;-;4;0,7 %;-
BSW;-;-;-;50;9,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;3;0,6 %;-
EB Müller;3;0,6 %;-;-;-;-
