Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;627;-;-;627;-;-
Ungültige Stimmen;7;1,1 %;-;2;0,3 %;-
Gültige Stimmen;620;98,9 %;-;625;99,7 %;-
SPD;182;29,4 %;-;191;30,6 %;-
AfD;130;21,0 %;-;104;16,6 %;-
CDU;166;26,8 %;-;116;18,6 %;-
GRÜNE/B 90;19;3,1 %;-;27;4,3 %;-
DIE LINKE;67;10,8 %;-;29;4,6 %;-
BVB / FREIE WÄHLER;50;8,1 %;-;18;2,9 %;-
FDP;6;1,0 %;-;3;0,5 %;-
Tierschutzpartei;-;-;-;5;0,8 %;-
Plus;-;-;-;4;0,6 %;-
BSW;-;-;-;124;19,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;1;0,2 %;-
