Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;692;-;-;692;-;-
Ungültige Stimmen;4;0,6 %;-;2;0,3 %;-
Gültige Stimmen;688;99,4 %;-;690;99,7 %;-
SPD;242;35,2 %;-;240;34,8 %;-
AfD;113;16,4 %;-;97;14,1 %;-
CDU;169;24,6 %;-;139;20,1 %;-
GRÜNE/B 90;64;9,3 %;-;58;8,4 %;-
DIE LINKE;33;4,8 %;-;19;2,8 %;-
BVB / FREIE WÄHLER;56;8,1 %;-;15;2,2 %;-
FDP;11;1,6 %;-;6;0,9 %;-
Tierschutzpartei;-;-;-;14;2,0 %;-
Plus;-;-;-;9;1,3 %;-
BSW;-;-;-;85;12,3 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;5;0,7 %;-
