Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;644;-;-;644;-;-
Wählende;284;44,1 %;-;284;44,1 %;-
Ungültige Stimmen;5;1,8 %;-;2;0,7 %;-
Gültige Stimmen;279;98,2 %;-;282;99,3 %;-
SPD;95;34,1 %;-;66;23,4 %;-
AfD;140;50,2 %;-;128;45,4 %;-
CDU;25;9,0 %;-;23;8,2 %;-
GRÜNE/B 90;1;0,4 %;-;3;1,1 %;-
DIE LINKE;6;2,2 %;-;7;2,5 %;-
BVB / FREIE WÄHLER;8;2,9 %;-;3;1,1 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;7;2,5 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;40;14,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,7 %;-
Die PARTEI;2;0,7 %;-;-;-;-
