Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.937;-;-;6.937;-;-
Wählende;5.306;76,5 %;+145;5.306;76,5 %;+145
Ungültige Stimmen;97;1,8 %;+05;67.0;1,3 %;+01
Gültige Stimmen;5.209;98,2 %;-05;5.239;98,7 %;-01
SPD;1.595;30,6 %;+71;1.529;29,2 %;+38
AfD;1.693;32,5 %;+109;1.542;29,4 %;+69
CDU;1.014;19,5 %;+10;733.0;14,0 %;-39
GRÜNE/B 90;104;2,0 %;-76;158.0;3,0 %;-75
DIE LINKE;218;4,2 %;-57;121.0;2,3 %;-69
BVB / FREIE WÄHLER;407;7,8 %;-44;133.0;2,5 %;-37
FDP;178;3,4 %;-05;40.0;0,8 %;-35
Tierschutzpartei;-;-;-;92.0;1,8 %;-10
Plus;-;-;-;30.0;0,6 %;-04
BSW;-;-;-;827.0;15,8 %;+158
III. Weg;-;-;-;1.0;0,0 %;+00
DKP;-;-;-;1.0;0,0 %;+00
DLW;-;-;-;27.0;0,5 %;+05
WU;-;-;-;5.0;0,1 %;+01
