Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;932;-;-;932;-;-
Wählende;463;49,7 %;-;463;49,7 %;-
Ungültige Stimmen;7;1,5 %;-;6;1,3 %;-
Gültige Stimmen;456;98,5 %;-;457;98,7 %;-
SPD;123;27,0 %;-;114;24,9 %;-
AfD;214;46,9 %;-;190;41,6 %;-
CDU;52;11,4 %;-;42;9,2 %;-
GRÜNE/B 90;2;0,4 %;-;3;0,7 %;-
DIE LINKE;20;4,4 %;-;11;2,4 %;-
BVB / FREIE WÄHLER;39;8,6 %;-;12;2,6 %;-
FDP;6;1,3 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;13;2,8 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;60;13,1 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;1;0,2 %;-
