Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;687;-;-;687;-;-
Ungültige Stimmen;7;1,0 %;-;3;0,4 %;-
Gültige Stimmen;680;99,0 %;-;684;99,6 %;-
SPD;356;52,4 %;-;232;33,9 %;-
AfD;183;26,9 %;-;171;25,0 %;-
CDU;74;10,9 %;-;88;12,9 %;-
GRÜNE/B 90;2;0,3 %;-;7;1,0 %;-
DIE LINKE;18;2,6 %;-;14;2,0 %;-
BVB / FREIE WÄHLER;28;4,1 %;-;13;1,9 %;-
FDP;9;1,3 %;-;8;1,2 %;-
Tierschutzpartei;-;-;-;8;1,2 %;-
Plus;-;-;-;2;0,3 %;-
BSW;-;-;-;139;20,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;1;0,1 %;-
Die PARTEI;10;1,5 %;-;-;-;-
