Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;166;-;-;166;-;-
Wählende;109;65,7 %;-;109;65,7 %;-
Ungültige Stimmen;4;3,7 %;-;4;3,7 %;-
Gültige Stimmen;105;96,3 %;-;105;96,3 %;-
SPD;22;21,0 %;-;22;21,0 %;-
AfD;38;36,2 %;-;29;27,6 %;-
CDU;24;22,9 %;-;17;16,2 %;-
GRÜNE/B 90;3;2,9 %;-;4;3,8 %;-
DIE LINKE;10;9,5 %;-;4;3,8 %;-
BVB / FREIE WÄHLER;4;3,8 %;-;4;3,8 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;2;1,9 %;-;2;1,9 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;21;20,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;1,9 %;-;1;1,0 %;-
WU;-;-;-;0;0,0 %;-
