Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;675;-;-;675;-;-
Ungültige Stimmen;7;1,0 %;-;3;0,4 %;-
Gültige Stimmen;668;99,0 %;-;672;99,6 %;-
SPD;134;20,1 %;-;161;24,0 %;-
AfD;130;19,5 %;-;116;17,3 %;-
CDU;104;15,6 %;-;80;11,9 %;-
GRÜNE/B 90;27;4,0 %;-;35;5,2 %;-
DIE LINKE;77;11,5 %;-;37;5,5 %;-
BVB / FREIE WÄHLER;178;26,6 %;-;65;9,7 %;-
FDP;2;0,3 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;15;2,2 %;-
Plus;-;-;-;12;1,8 %;-
BSW;-;-;-;138;20,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,3 %;-
DLW;-;-;-;4;0,6 %;-
WU;-;-;-;4;0,6 %;-
dieBasis;11;1,6 %;-;-;-;-
EB Link;5;0,7 %;-;-;-;-
