Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;283;-;-;283;-;-
Wählende;186;65,7 %;-;186;65,7 %;-
Ungültige Stimmen;13;7,0 %;-;3;1,6 %;-
Gültige Stimmen;173;93,0 %;-;183;98,4 %;-
SPD;55;31,8 %;-;59;32,2 %;-
AfD;-;-;-;65;35,5 %;-
CDU;31;17,9 %;-;16;8,7 %;-
GRÜNE/B 90;2;1,2 %;-;3;1,6 %;-
DIE LINKE;4;2,3 %;-;1;0,5 %;-
BVB / FREIE WÄHLER;33;19,1 %;-;18;9,8 %;-
FDP;6;3,5 %;-;2;1,1 %;-
Tierschutzpartei;-;-;-;2;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;15;8,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,1 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;42;24,3 %;-;-;-;-
