Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.810;-;-;6.81;-;-
Wählende;4.575;67,2 %;+86;4.575;67,2 %;+86
Ungültige Stimmen;59;1,3 %;+00;33.0;0,7 %;-04
Gültige Stimmen;4.516;98,7 %;-00;4.542;99,3 %;+04
SPD;1.792;39,7 %;+96;1.675;36,9 %;+51
AfD;1.557;34,5 %;+137;1.441;31,7 %;+96
CDU;546;12,1 %;-20;420.0;9,2 %;-55
GRÜNE/B 90;31;0,7 %;-44;55.0;1,2 %;-46
DIE LINKE;283;6,3 %;-153;125.0;2,8 %;-124
BVB / FREIE WÄHLER;224;5,0 %;-10;76.0;1,7 %;-25
FDP;33;0,7 %;-16;23.0;0,5 %;-26
Tierschutzpartei;-;-;-;78.0;1,7 %;-03
Plus;-;-;-;17.0;0,4 %;-05
BSW;-;-;-;595.0;13,1 %;+131
III. Weg;-;-;-;5.0;0,1 %;+01
DKP;-;-;-;3.0;0,1 %;+01
DLW;50;1,1 %;+11;24.0;0,5 %;+05
WU;-;-;-;5.0;0,1 %;+01
