Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.937;-;-;2.937;-;-
Wählende;2.317;78,9 %;+80;2.317;78,9 %;+80
Ungültige Stimmen;31;1,3 %;-15;20.0;0,9 %;-12
Gültige Stimmen;2.286;98,7 %;+15;2.297;99,1 %;+12
SPD;874;38,2 %;+94;724.0;31,5 %;+25
AfD;918;40,2 %;+101;840.0;36,6 %;+68
CDU;238;10,4 %;-75;210.0;9,1 %;-62
GRÜNE/B 90;28;1,2 %;-58;51.0;2,2 %;-44
DIE LINKE;56;2,4 %;-49;36.0;1,6 %;-56
BVB / FREIE WÄHLER;70;3,1 %;-22;29.0;1,3 %;-24
FDP;19;0,8 %;-28;10.0;0,4 %;-40
Tierschutzpartei;-;-;-;30.0;1,3 %;-11
Plus;22;1,0 %;+10;17.0;0,7 %;-05
BSW;-;-;-;296.0;12,9 %;+129
III. Weg;-;-;-;5.0;0,2 %;+02
DKP;-;-;-;1.0;0,0 %;+00
DLW;61;2,7 %;+27;39.0;1,7 %;+17
WU;-;-;-;9.0;0,4 %;+04
