Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;89;-;-;89;-;-
Wählende;58;65,2 %;-;58;65,2 %;-
Ungültige Stimmen;1;1,7 %;-;0;0,0 %;-
Gültige Stimmen;57;98,3 %;-;58;100,0 %;-
SPD;21;36,8 %;-;18;31,0 %;-
AfD;24;42,1 %;-;19;32,8 %;-
CDU;2;3,5 %;-;2;3,4 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;3;5,3 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;5;8,8 %;-;3;5,2 %;-
FDP;1;1,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;8;13,8 %;-
III. Weg;1;1,8 %;-;1;1,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;7;12,1 %;-
WU;-;-;-;0;0,0 %;-
