Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;623;-;-;623;-;-
Wählende;374;60,0 %;+21;374;60,0 %;+21
Ungültige Stimmen;7;1,9 %;-44;5;1,3 %;-03
Gültige Stimmen;367;98,1 %;+44;369;98,7 %;+03
SPD;39;10,6 %;-95;59;16,0 %;+07
AfD;176;48,0 %;+480;173;46,9 %;+16
CDU;115;31,3 %;+89;62;16,8 %;-15
GRÜNE/B 90;1;0,3 %;-15;2;0,5 %;-20
DIE LINKE;9;2,5 %;-43;1;0,3 %;-64
BVB / FREIE WÄHLER;18;4,9 %;-50;4;1,1 %;-42
FDP;8;2,2 %;-51;4;1,1 %;-28
Tierschutzpartei;-;-;-;3;0,8 %;-00
Plus;-;-;-;0;0,0 %;-17
BSW;-;-;-;55;14,9 %;+149
III. Weg;-;-;-;2;0,5 %;+05
DKP;1;0,3 %;+03;2;0,5 %;+05
DLW;-;-;-;2;0,5 %;+05
WU;-;-;-;0;0,0 %;00
