Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.297;-;-;1.297;-;-
Ungültige Stimmen;11;0,8 %;-;5.0;0,4 %;-
Gültige Stimmen;1.286;99,2 %;-;1.292;99,6 %;-
SPD;410;31,9 %;-;433.0;33,5 %;-
AfD;163;12,7 %;-;142.0;11,0 %;-
CDU;412;32,0 %;-;322.0;24,9 %;-
GRÜNE/B 90;114;8,9 %;-;99.0;7,7 %;-
DIE LINKE;54;4,2 %;-;29.0;2,2 %;-
BVB / FREIE WÄHLER;68;5,3 %;-;22.0;1,7 %;-
FDP;21;1,6 %;-;22.0;1,7 %;-
Tierschutzpartei;-;-;-;45.0;3,5 %;-
Plus;44;3,4 %;-;18.0;1,4 %;-
BSW;-;-;-;148.0;11,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;5.0;0,4 %;-
WU;-;-;-;6.0;0,5 %;-
