Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;327;-;-;327;-;-
Wählende;182;55,7 %;+61;182;55,7 %;+61
Ungültige Stimmen;3;1,6 %;+01;0;0,0 %;-20
Gültige Stimmen;179;98,4 %;-01;182;100,0 %;+20
SPD;52;29,1 %;+115;57;31,3 %;+88
AfD;55;30,7 %;+109;52;28,6 %;+59
CDU;33;18,4 %;+75;24;13,2 %;-22
GRÜNE/B 90;4;2,2 %;-52;1;0,5 %;-70
DIE LINKE;7;3,9 %;-26;6;3,3 %;-48
BVB / FREIE WÄHLER;26;14,5 %;-204;11;6,0 %;-108
FDP;2;1,1 %;-11;2;1,1 %;-21
Tierschutzpartei;-;-;-;4;2,2 %;-08
Plus;-;-;-;1;0,5 %;-01
BSW;-;-;-;24;13,2 %;+132
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
