Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;882;-;-;882;-;-
Wählende;429;48,6 %;-;429;48,6 %;-
Ungültige Stimmen;5;1,2 %;-;3;0,7 %;-
Gültige Stimmen;424;98,8 %;-;426;99,3 %;-
SPD;141;33,3 %;-;122;28,6 %;-
AfD;155;36,6 %;-;146;34,3 %;-
CDU;48;11,3 %;-;43;10,1 %;-
GRÜNE/B 90;10;2,4 %;-;14;3,3 %;-
DIE LINKE;38;9,0 %;-;16;3,8 %;-
BVB / FREIE WÄHLER;27;6,4 %;-;7;1,6 %;-
FDP;5;1,2 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;6;1,4 %;-
Plus;-;-;-;5;1,2 %;-
BSW;-;-;-;57;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;2;0,5 %;-
