Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.506;-;-;1.506;-;-
Wählende;598;39,7 %;-;598.0;39,7 %;-
Ungültige Stimmen;9;1,5 %;-;6.0;1,0 %;-
Gültige Stimmen;589;98,5 %;-;592.0;99,0 %;-
SPD;173;29,4 %;-;156.0;26,4 %;-
AfD;283;48,0 %;-;251.0;42,4 %;-
CDU;61;10,4 %;-;41.0;6,9 %;-
GRÜNE/B 90;3;0,5 %;-;11.0;1,9 %;-
DIE LINKE;35;5,9 %;-;23.0;3,9 %;-
BVB / FREIE WÄHLER;27;4,6 %;-;10.0;1,7 %;-
FDP;7;1,2 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;15.0;2,5 %;-
Plus;-;-;-;5.0;0,8 %;-
BSW;-;-;-;73.0;12,3 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;4.0;0,7 %;-
