Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;260;-;-;260;-;-
Wählende;169;65,0 %;-;169;65,0 %;-
Ungültige Stimmen;6;3,6 %;-;7;4,1 %;-
Gültige Stimmen;163;96,4 %;-;162;95,9 %;-
SPD;42;25,8 %;-;50;30,9 %;-
AfD;68;41,7 %;-;65;40,1 %;-
CDU;23;14,1 %;-;11;6,8 %;-
GRÜNE/B 90;3;1,8 %;-;3;1,9 %;-
DIE LINKE;3;1,8 %;-;1;0,6 %;-
BVB / FREIE WÄHLER;10;6,1 %;-;6;3,7 %;-
FDP;2;1,2 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;22;13,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;1,9 %;-
EB Gliese;12;7,4 %;-;-;-;-
