Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;184;-;-;184;-;-
Wählende;72;39,1 %;-;72;39,1 %;-
Ungültige Stimmen;4;5,6 %;-;3;4,2 %;-
Gültige Stimmen;68;94,4 %;-;69;95,8 %;-
SPD;26;38,2 %;-;22;31,9 %;-
AfD;27;39,7 %;-;24;34,8 %;-
CDU;7;10,3 %;-;10;14,5 %;-
GRÜNE/B 90;1;1,5 %;-;2;2,9 %;-
DIE LINKE;2;2,9 %;-;2;2,9 %;-
BVB / FREIE WÄHLER;4;5,9 %;-;3;4,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;1,4 %;-
BSW;-;-;-;4;5,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;1,5 %;-;1;1,4 %;-
WU;-;-;-;0;0,0 %;-
