Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;97;-;-;97;-;-
Wählende;77;79,4 %;-;77;79,4 %;-
Ungültige Stimmen;2;2,6 %;-;0;0,0 %;-
Gültige Stimmen;75;97,4 %;-;77;100,0 %;-
SPD;37;49,3 %;-;35;45,5 %;-
AfD;9;12,0 %;-;9;11,7 %;-
CDU;16;21,3 %;-;11;14,3 %;-
GRÜNE/B 90;0;0,0 %;-;3;3,9 %;-
DIE LINKE;4;5,3 %;-;1;1,3 %;-
BVB / FREIE WÄHLER;7;9,3 %;-;3;3,9 %;-
FDP;2;2,7 %;-;3;3,9 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;11;14,3 %;-
III. Weg;-;-;-;1;1,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
