Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.130;-;-;1.13;-;-
Wählende;438;38,8 %;-;438.0;38,8 %;-
Ungültige Stimmen;4;0,9 %;-;1.0;0,2 %;-
Gültige Stimmen;434;99,1 %;-;437.0;99,8 %;-
SPD;134;30,9 %;-;121.0;27,7 %;-
AfD;236;54,4 %;-;211.0;48,3 %;-
CDU;23;5,3 %;-;16.0;3,7 %;-
GRÜNE/B 90;1;0,2 %;-;3.0;0,7 %;-
DIE LINKE;21;4,8 %;-;11.0;2,5 %;-
BVB / FREIE WÄHLER;15;3,5 %;-;4.0;0,9 %;-
FDP;4;0,9 %;-;2.0;0,5 %;-
Tierschutzpartei;-;-;-;6.0;1,4 %;-
Plus;-;-;-;2.0;0,5 %;-
BSW;-;-;-;56.0;12,8 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;2.0;0,5 %;-
WU;-;-;-;1.0;0,2 %;-
