Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;515;-;-;515;-;-
Wählende;330;64,1 %;-;330;64,1 %;-
Ungültige Stimmen;6;1,8 %;-;5;1,5 %;-
Gültige Stimmen;324;98,2 %;-;325;98,5 %;-
SPD;118;36,4 %;-;93;28,6 %;-
AfD;147;45,4 %;-;140;43,1 %;-
CDU;26;8,0 %;-;23;7,1 %;-
GRÜNE/B 90;1;0,3 %;-;4;1,2 %;-
DIE LINKE;7;2,2 %;-;5;1,5 %;-
BVB / FREIE WÄHLER;9;2,8 %;-;10;3,1 %;-
FDP;4;1,2 %;-;3;0,9 %;-
Tierschutzpartei;6;1,9 %;-;2;0,6 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;39;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;1,9 %;-;4;1,2 %;-
WU;-;-;-;1;0,3 %;-
