Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;858;-;-;858;-;-
Ungültige Stimmen;6;0,7 %;-;2;0,2 %;-
Gültige Stimmen;852;99,3 %;-;856;99,8 %;-
SPD;258;30,3 %;-;287;33,5 %;-
AfD;133;15,6 %;-;122;14,3 %;-
CDU;246;28,9 %;-;230;26,9 %;-
GRÜNE/B 90;47;5,5 %;-;55;6,4 %;-
DIE LINKE;22;2,6 %;-;12;1,4 %;-
BVB / FREIE WÄHLER;93;10,9 %;-;39;4,6 %;-
FDP;53;6,2 %;-;23;2,7 %;-
Tierschutzpartei;-;-;-;21;2,5 %;-
Plus;-;-;-;6;0,7 %;-
BSW;-;-;-;51;6,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,2 %;-
WU;-;-;-;8;0,9 %;-
