Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;475;-;-;475;-;-
Wählende;250;52,6 %;+04;250;52,6 %;+04
Ungültige Stimmen;3;1,2 %;+02;7;2,8 %;+17
Gültige Stimmen;247;98,8 %;-02;243;97,2 %;-17
SPD;60;24,3 %;+03;69;28,4 %;+36
AfD;97;39,3 %;+113;99;40,7 %;+111
CDU;62;25,1 %;+24;36;14,8 %;-41
GRÜNE/B 90;4;1,6 %;-40;2;0,8 %;-50
DIE LINKE;10;4,0 %;-72;9;3,7 %;-62
BVB / FREIE WÄHLER;8;3,2 %;-30;4;1,6 %;-31
FDP;1;0,4 %;-19;0;0,0 %;-28
Tierschutzpartei;-;-;-;3;1,2 %;-10
Plus;1;0,4 %;+04;0;0,0 %;-09
BSW;-;-;-;19;7,8 %;+78
III. Weg;1;0,4 %;+04;1;0,4 %;+04
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,4 %;+04
WU;-;-;-;0;0,0 %;00
EB Mießner;3;1,2 %;+12;-;-;-
