Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;959;-;-;959;-;-
Wählende;456;47,5 %;-;456;47,5 %;-
Ungültige Stimmen;7;1,5 %;-;5;1,1 %;-
Gültige Stimmen;449;98,5 %;-;451;98,9 %;-
SPD;145;32,3 %;-;127;28,2 %;-
AfD;134;29,8 %;-;130;28,8 %;-
CDU;91;20,3 %;-;77;17,1 %;-
GRÜNE/B 90;12;2,7 %;-;24;5,3 %;-
DIE LINKE;12;2,7 %;-;11;2,4 %;-
BVB / FREIE WÄHLER;45;10,0 %;-;21;4,7 %;-
FDP;10;2,2 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;11;2,4 %;-
Plus;-;-;-;4;0,9 %;-
BSW;-;-;-;37;8,2 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;1;0,2 %;-
