Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;858;-;-;858;-;-
Ungültige Stimmen;43;5,0 %;+39;40;4,7 %;+42
Gültige Stimmen;815;95,0 %;-39;818;95,3 %;-42
SPD;218;26,7 %;+98;242;29,6 %;+34
AfD;183;22,5 %;+73;160;19,6 %;+27
CDU;230;28,2 %;-21;162;19,8 %;-66
GRÜNE/B 90;19;2,3 %;-84;30;3,7 %;-54
DIE LINKE;88;10,8 %;-30;33;4,0 %;-55
BVB / FREIE WÄHLER;59;7,2 %;-31;22;2,7 %;-25
FDP;6;0,7 %;-20;7;0,9 %;-23
Tierschutzpartei;-;-;-;9;1,1 %;-12
Plus;-;-;-;2;0,2 %;-07
BSW;-;-;-;141;17,2 %;+172
III. Weg;12;1,5 %;+15;5;0,6 %;+06
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;4;0,5 %;+05
WU;-;-;-;1;0,1 %;+01
