Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;998;-;-;998;-;-
Wählende;505;50,6 %;-;505;50,6 %;-
Ungültige Stimmen;6;1,2 %;-;5;1,0 %;-
Gültige Stimmen;499;98,8 %;-;500;99,0 %;-
SPD;115;23,0 %;-;170;34,0 %;-
AfD;169;33,9 %;-;166;33,2 %;-
CDU;56;11,2 %;-;46;9,2 %;-
GRÜNE/B 90;13;2,6 %;-;14;2,8 %;-
DIE LINKE;14;2,8 %;-;8;1,6 %;-
BVB / FREIE WÄHLER;120;24,0 %;-;42;8,4 %;-
FDP;6;1,2 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;4;0,8 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;40;8,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;5;1,0 %;-
dieBasis;1;0,2 %;-;-;-;-
EB Link;5;1,0 %;-;-;-;-
