Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;658;-;-;658;-;-
Wählende;368;55,9 %;+44;368;55,9 %;+44
Ungültige Stimmen;3;0,8 %;-01;1;0,3 %;-05
Gültige Stimmen;365;99,2 %;+01;367;99,7 %;+05
SPD;177;48,5 %;+267;163;44,4 %;+191
AfD;65;17,8 %;+15;66;18,0 %;+02
CDU;61;16,7 %;+03;47;12,8 %;-20
GRÜNE/B 90;24;6,6 %;-91;25;6,8 %;-101
DIE LINKE;19;5,2 %;-43;12;3,3 %;-66
BVB / FREIE WÄHLER;15;4,1 %;-121;5;1,4 %;-51
FDP;4;1,1 %;-26;1;0,3 %;-53
Tierschutzpartei;-;-;-;1;0,3 %;-18
Plus;-;-;-;4;1,1 %;+01
BSW;-;-;-;41;11,2 %;+112
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;2;0,5 %;+05
