Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;912;-;-;912;-;-
Wählende;369;40,5 %;-;369;40,5 %;-
Ungültige Stimmen;7;1,9 %;-;6;1,6 %;-
Gültige Stimmen;362;98,1 %;-;363;98,4 %;-
SPD;86;23,8 %;-;74;20,4 %;-
AfD;171;47,2 %;-;161;44,4 %;-
CDU;33;9,1 %;-;29;8,0 %;-
GRÜNE/B 90;7;1,9 %;-;11;3,0 %;-
DIE LINKE;20;5,5 %;-;12;3,3 %;-
BVB / FREIE WÄHLER;30;8,3 %;-;10;2,8 %;-
FDP;4;1,1 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;7;1,9 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;49;13,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;11;3,0 %;-;5;1,4 %;-
WU;-;-;-;1;0,3 %;-
