Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.190;-;-;1.19;-;-
Wählende;490;41,2 %;-;490.0;41,2 %;-
Ungültige Stimmen;2;0,4 %;-;2.0;0,4 %;-
Gültige Stimmen;488;99,6 %;-;488.0;99,6 %;-
SPD;151;30,9 %;-;139.0;28,5 %;-
AfD;206;42,2 %;-;192.0;39,3 %;-
CDU;77;15,8 %;-;53.0;10,9 %;-
GRÜNE/B 90;5;1,0 %;-;13.0;2,7 %;-
DIE LINKE;11;2,3 %;-;10.0;2,0 %;-
BVB / FREIE WÄHLER;36;7,4 %;-;9.0;1,8 %;-
FDP;2;0,4 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;4.0;0,8 %;-
Plus;-;-;-;4.0;0,8 %;-
BSW;-;-;-;63.0;12,9 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
