Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;322;-;-;322;-;-
Wählende;184;57,1 %;-;184;57,1 %;-
Ungültige Stimmen;3;1,6 %;-;3;1,6 %;-
Gültige Stimmen;181;98,4 %;-;181;98,4 %;-
SPD;61;33,7 %;-;55;30,4 %;-
AfD;67;37,0 %;-;65;35,9 %;-
CDU;26;14,4 %;-;22;12,2 %;-
GRÜNE/B 90;2;1,1 %;-;2;1,1 %;-
DIE LINKE;8;4,4 %;-;7;3,9 %;-
BVB / FREIE WÄHLER;8;4,4 %;-;3;1,7 %;-
FDP;3;1,7 %;-;2;1,1 %;-
Tierschutzpartei;-;-;-;2;1,1 %;-
Plus;1;0,6 %;-;2;1,1 %;-
BSW;-;-;-;16;8,8 %;-
III. Weg;-;-;-;3;1,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;2,8 %;-;2;1,1 %;-
WU;-;-;-;0;0,0 %;-
