Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;626;-;-;626;-;-
Wählende;290;46,3 %;-16;290;46,3 %;-16
Ungültige Stimmen;1;0,3 %;-08;2;0,7 %;-03
Gültige Stimmen;289;99,7 %;+08;288;99,3 %;+03
SPD;96;33,2 %;+79;81;28,1 %;+04
AfD;120;41,5 %;+219;116;40,3 %;+193
CDU;45;15,6 %;-71;33;11,5 %;-92
GRÜNE/B 90;7;2,4 %;-61;7;2,4 %;-64
DIE LINKE;10;3,5 %;-66;2;0,7 %;-86
BVB / FREIE WÄHLER;10;3,5 %;-45;2;0,7 %;-39
FDP;1;0,3 %;-48;0;0,0 %;-42
Tierschutzpartei;-;-;-;4;1,4 %;-09
Plus;-;-;-;1;0,3 %;-09
BSW;-;-;-;42;14,6 %;+146
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
