Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;495;-;-;495;-;-
Ungültige Stimmen;8;1,6 %;+04;2;0,4 %;-05
Gültige Stimmen;487;98,4 %;-04;493;99,6 %;+05
SPD;90;18,5 %;-07;114;23,1 %;+32
AfD;125;25,7 %;+75;94;19,1 %;-00
CDU;130;26,7 %;+65;103;20,9 %;+27
GRÜNE/B 90;15;3,1 %;-66;12;2,4 %;-75
DIE LINKE;44;9,0 %;-86;11;2,2 %;-151
BVB / FREIE WÄHLER;73;15,0 %;+53;26;5,3 %;-36
FDP;10;2,1 %;-11;7;1,4 %;-18
Tierschutzpartei;-;-;-;14;2,8 %;+05
Plus;-;-;-;4;0,8 %;-04
BSW;-;-;-;104;21,1 %;+211
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;2;0,4 %;+04
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;1;0,2 %;+02
