Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;178;-;-;178;-;-
Wählende;103;57,9 %;+112;103;57,9 %;+112
Ungültige Stimmen;1;1,0 %;-36;1;1,0 %;-11
Gültige Stimmen;102;99,0 %;+36;102;99,0 %;+11
SPD;37;36,3 %;+51;34;33,3 %;-07
AfD;43;42,2 %;+120;36;35,3 %;+75
CDU;6;5,9 %;-70;5;4,9 %;-61
GRÜNE/B 90;0;0,0 %;-43;1;1,0 %;-16
DIE LINKE;4;3,9 %;-63;1;1,0 %;-90
BVB / FREIE WÄHLER;6;5,9 %;-11;1;1,0 %;-53
FDP;2;2,0 %;-23;1;1,0 %;-32
Tierschutzpartei;-;-;-;2;2,0 %;-22
Plus;2;2,0 %;+20;0;0,0 %;00
BSW;-;-;-;20;19,6 %;+196
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;2;2,0 %;+20;1;1,0 %;+10
WU;-;-;-;0;0,0 %;00
