Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;716;-;-;716;-;-
Wählende;413;57,7 %;-;413;57,7 %;-
Ungültige Stimmen;4;1,0 %;-;2;0,5 %;-
Gültige Stimmen;409;99,0 %;-;411;99,5 %;-
SPD;127;31,1 %;-;128;31,1 %;-
AfD;184;45,0 %;-;171;41,6 %;-
CDU;54;13,2 %;-;43;10,5 %;-
GRÜNE/B 90;4;1,0 %;-;9;2,2 %;-
DIE LINKE;11;2,7 %;-;7;1,7 %;-
BVB / FREIE WÄHLER;21;5,1 %;-;6;1,5 %;-
FDP;3;0,7 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;9;2,2 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;29;7,1 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;1,2 %;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
