Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.020;-;-;1.02;-;-
Wählende;464;45,5 %;-;464.0;45,5 %;-
Ungültige Stimmen;12;2,6 %;-;12.0;2,6 %;-
Gültige Stimmen;452;97,4 %;-;452.0;97,4 %;-
SPD;82;18,1 %;-;87.0;19,2 %;-
AfD;258;57,1 %;-;241.0;53,3 %;-
CDU;45;10,0 %;-;23.0;5,1 %;-
GRÜNE/B 90;6;1,3 %;-;5.0;1,1 %;-
DIE LINKE;20;4,4 %;-;10.0;2,2 %;-
BVB / FREIE WÄHLER;28;6,2 %;-;1.0;0,2 %;-
FDP;5;1,1 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;5.0;1,1 %;-
Plus;-;-;-;0.0;0,0 %;-
BSW;-;-;-;70.0;15,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;8;1,8 %;-;6.0;1,3 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;0.0;0,0 %;-
