Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;39.211;-;-;39.211;-;-
Wählende;28.230;72,0 %;+99;28.230;72,0 %;+99
Ungültige Stimmen;397;1,4 %;+01;306;1,1 %;-04
Gültige Stimmen;27.833;98,6 %;-01;27.924;98,9 %;+04
SPD;11.556;41,5 %;+53;8.117;29,1 %;+10
AfD;11.563;41,5 %;+91;10.944;39,2 %;+53
CDU;2.310;8,3 %;-19;2.583;9,3 %;-32
GRÜNE/B 90;165;0,6 %;-34;350;1,3 %;-35
DIE LINKE;688;2,5 %;-46;614;2,2 %;-62
BVB / FREIE WÄHLER;1.092;3,9 %;-10;516;1,8 %;-23
FDP;236;0,8 %;-36;208;0,7 %;-42
Tierschutzpartei;-;-;-;400;1,4 %;-08
Plus;-;-;-07;83;0,3 %;-06
BSW;-;-;-;3.877;13,9 %;+139
III. Weg;-;-;-;31;0,1 %;+01
DKP;-;-;-;11;0,0 %;+00
DLW;-;-;-;106;0,4 %;+04
WU;-;-;-;84;0,3 %;+03
Die PARTEI;223;0,8 %;+08;-;-;-
