Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.918;-;-;1.918;-;-
Wählende;872;45,5 %;-;872;45,5 %;-
Ungültige Stimmen;13;1,5 %;-;10;1,1 %;-
Gültige Stimmen;859;98,5 %;-;862;98,9 %;-
SPD;291;33,9 %;-;266;30,9 %;-
AfD;368;42,8 %;-;344;39,9 %;-
CDU;97;11,3 %;-;58;6,7 %;-
GRÜNE/B 90;7;0,8 %;-;14;1,6 %;-
DIE LINKE;24;2,8 %;-;17;2,0 %;-
BVB / FREIE WÄHLER;31;3,6 %;-;14;1,6 %;-
FDP;8;0,9 %;-;4;0,5 %;-
Tierschutzpartei;-;-;-;15;1,7 %;-
Plus;9;1,0 %;-;7;0,8 %;-
BSW;-;-;-;110;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;6;0,7 %;-;5;0,6 %;-
DLW;-;-;-;2;0,2 %;-
WU;-;-;-;6;0,7 %;-
Demokraten BB;18;2,1 %;-;-;-;-
