Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.137;-;-;1.137;-;-
Wählende;511;44,9 %;-;511.0;44,9 %;-
Ungültige Stimmen;6;1,2 %;-;4.0;0,8 %;-
Gültige Stimmen;505;98,8 %;-;507.0;99,2 %;-
SPD;220;43,6 %;-;198.0;39,1 %;-
AfD;129;25,5 %;-;121.0;23,9 %;-
CDU;91;18,0 %;-;53.0;10,5 %;-
GRÜNE/B 90;24;4,8 %;-;37.0;7,3 %;-
DIE LINKE;18;3,6 %;-;17.0;3,4 %;-
BVB / FREIE WÄHLER;19;3,8 %;-;10.0;2,0 %;-
FDP;4;0,8 %;-;7.0;1,4 %;-
Tierschutzpartei;-;-;-;12.0;2,4 %;-
Plus;-;-;-;4.0;0,8 %;-
BSW;-;-;-;42.0;8,3 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;2.0;0,4 %;-
