Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;423;-;-;423;-;-
Wählende;252;59,6 %;+154;252;59,6 %;+154
Ungültige Stimmen;4;1,6 %;-03;3;1,2 %;-06
Gültige Stimmen;248;98,4 %;+03;249;98,8 %;+06
SPD;84;33,9 %;+57;70;28,1 %;-06
AfD;100;40,3 %;+105;92;36,9 %;+78
CDU;21;8,5 %;-84;19;7,6 %;-72
GRÜNE/B 90;1;0,4 %;-75;2;0,8 %;-66
DIE LINKE;7;2,8 %;-56;6;2,4 %;-53
BVB / FREIE WÄHLER;20;8,1 %;+26;9;3,6 %;-03
FDP;3;1,2 %;-22;0;0,0 %;-43
Tierschutzpartei;-;-;-;3;1,2 %;-14
Plus;1;0,4 %;+04;1;0,4 %;-08
BSW;-;-;-;40;16,1 %;+161
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;11;4,4 %;+44;7;2,8 %;+28
WU;-;-;-;0;0,0 %;00
