Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;249;-;-;249;-;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;248;99,6 %;-;248;99,6 %;-
SPD;84;33,9 %;-;88;35,5 %;-
AfD;57;23,0 %;-;50;20,2 %;-
CDU;55;22,2 %;-;33;13,3 %;-
GRÜNE/B 90;3;1,2 %;-;5;2,0 %;-
DIE LINKE;17;6,9 %;-;10;4,0 %;-
BVB / FREIE WÄHLER;10;4,0 %;-;6;2,4 %;-
FDP;7;2,8 %;-;4;1,6 %;-
Tierschutzpartei;-;-;-;2;0,8 %;-
Plus;3;1,2 %;-;0;0,0 %;-
BSW;-;-;-;46;18,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;3;1,2 %;-
Demokraten BB;12;4,8 %;-;-;-;-
