Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;648;-;-;648;-;-
Ungültige Stimmen;12;1,9 %;-;9;1,4 %;-
Gültige Stimmen;636;98,1 %;-;639;98,6 %;-
SPD;229;36,0 %;-;237;37,1 %;-
AfD;101;15,9 %;-;93;14,6 %;-
CDU;165;25,9 %;-;134;21,0 %;-
GRÜNE/B 90;69;10,8 %;-;76;11,9 %;-
DIE LINKE;29;4,6 %;-;9;1,4 %;-
BVB / FREIE WÄHLER;30;4,7 %;-;14;2,2 %;-
FDP;13;2,0 %;-;10;1,6 %;-
Tierschutzpartei;-;-;-;12;1,9 %;-
Plus;-;-;-;4;0,6 %;-
BSW;-;-;-;47;7,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,2 %;-
